|Jornal|Assunto|Data|Tweet_ID|Tweet|Polaridade|Linguagem
39|estadao|lgbtq|16-10-20|1328430616002654213|Qual o problema dela/dele ser o que quiser? Não deveria ser enaltecido as idéias desta pessoa?|Neutra|Não-ofensiva
40|estadao|lgbtq|16-10-20|1328430924359405569|Tenho uma péssima notícia pra te dar. É um cara.|Negativa|Ofensiva
41|estadao|lgbtq|16-10-20|1328435348817522695|Pessoas trans são oprimidas e tem muito pouca oportunidade na vida, por isso ficamos feliz por uma pessoa trans ser eleita, sem contar que ela tem ótimas propostas|Positiva|Não-ofensiva
42|estadao|lgbtq|16-10-20|1328430750560104448|Mais um homem eleito 👏🏼|Neutra|Ofensiva
43|estadao|lgbtq|16-10-20|1328430899864760321|Homem que se veste de mulher 🤣👍🏻|Neutra|Ofensiva
44|estadao|lgbtq|16-10-20|1328484115209969664|Finalmente as mulheres estão conquistando seu espaço na política|Positiva|Não-ofensiva
45|estadao|lgbtq|16-10-20|1328491854082564097|Tem algo de errado aí.. diz leitor|Neutra|Não-ofensiva
46|estadao|lgbtq|16-10-20|1328777840666488832|Respeito! Acima de tudo... seja trans, bi, gay, homem, mulher, branco, negro... devemos Amar o próximo como a nós mesmos... e atire a primeira pedra quem não tiver defeitos...|Positiva|Não-ofensiva
47|estadao|lgbtq|16-10-20|1329638713572384768|Mulher trans? Trans é homem que se veste de mulher. Nem silicone ele tem. Sutiã de enchimento.|Neutra|Ofensiva
48|estadao|mulheres|26-12-20|1342627587483443200|Engraçado que nesse tipo de notícia a imagem da capa sempre é da vítima, nunca do assassino...|Neutra|Não-ofensiva
49|estadao|mulheres|26-12-20|1342627783571361802|Enquanto acharem que um papel chamado de medida protetiva que não protege mulher nenhuma é uma medida eficaz, milhares e milhares de casos como esses continuarão acontecendo. Infelizmente.|Negativa|Não-ofensiva
50|estadao|mulheres|26-12-20|1342629747021541379|Até quando essa cultura maldita do abuso que resulta em morte.|Negativa|Não-ofensiva
51|estadao|mulheres|26-12-20|1342637856792174594|Nos dias de hj tenho medo até de namorar eu ein|Negativa|Não-ofensiva
52|estadao|mulheres|26-12-20|1342782352351703041|Mais um covarde!|Negativa|Ofensiva
53|estadao|mulheres|26-12-20|1342819409967116291|Esses homens frustrados resolveram matar a ex-esposas.|Negativa|Não-ofensiva
54|estadao|mulheres|26-12-20|1342930707040104454|Triste realidade.|Negativa|Não-ofensiva
55|estadao|mulheres|26-12-20|1342630179915657218|Não tem nenhuma medida que proteja desses malucos.|Negativa|Não-ofensiva
56|estadao|mulheres|26-12-20|1342804436658368514|Vão continuar matando enquanto esses jornais se vendem para corruptos STF|Negativa|Não-ofensiva
57|estadao|mulheres|26-12-20|1342631839526248449|É um cidadão de bem?!|Neutra|Não-ofensiva
58|estadao|mulheres|26-12-20|1342627648145649664|nao passa nenhum ano preso graças as leis q psol e pt defensores das mulheres gostam|Negativa|Não-ofensiva
59|estadao|mulheres|26-12-20|1342626939887099905|Mais uma cega que escolheu o marido errado.|Negativa|Ofensiva
60|estadao|mulheres|26-12-20|1342629176562642944|Malucos. No Natal causando feminicídio. Destruindo as próprias família.|Negativa|Não-ofensiva
61|estadao|mulheres|26-12-20|1342691370167894017|A porra doida tá matando mulheres!! Tem que haver um basta de matança de mulheres...! Porra CARAÍ!! Nem no natal esses covardes se tocam 😲😱🎅🌟😓😪🙏|Negativa|Não-ofensiva
62|estadao|mulheres|26-12-20|1342692790069821440|Agradeçam as políticas genocidas esquerdistas de soltar presos, afrouxar prisões, resocializacao de psicopatas, pedófilos, prisão apenas na última instância, saidinha do Natal, etc etc etc. A impunidade da nisso aí.|Negativa|Não-ofensiva
63|estadao|mulheres|26-12-20|1342815487521075200|Na primeira ameaça, medidas muito duras já tinham que ser tomadas contra o agressor!|Neutra||Não-ofensiva
64|estadao|mulheres|30-12-20|1344234208282238977|Que lástima! O mundo em ladeira abaixo... 😢🤦🏻‍♂️|Negativa||Não-ofensiva
65|estadao|mulheres|30-12-20|1344246366713876481|Muito triste... infelizmente por aqui não será diferente muito em breve. O STF tá doido pra criar lei parecida....|Negativa||Não-ofensiva
66|estadao|mulheres|30-12-20|1344232407713648642|A legalização do aborto não acarretará o aumento dos casos. Garantirá a mulher e pessoas que engravidam, acompanhamento, meios adequados e seguros para a interrupção da gravidez. Vc é contra o aborto? Não aborte!|Neutra|Não-ofensiva
67|estadao|mulheres|30-12-20|1344240680047161345|Que tristeza!!!|Negativa|Não-ofensiva
68|estadao|mulheres|30-12-20|1344243322567712768|Lixo|Negativa|Ofensiva
69|estadao|mulheres|30-12-20|1344246881367502849|Parabéns Argentina- com vacina e deixando a Idade Média para trás 💚💚💚💚|Positiva|Não-ofensiva
70|estadao|mulheres|30-12-20|1344252181457858561|Viva a Argentina! Progresso e liberdade às mulheres!|Positiva|Não-ofensiva
71|estadao|mulheres|30-12-20|1344261043451781121|Uma conquista ! 👏🏻|Positiva|Não-ofensiva
72|estadao|mulheres|30-12-20|1344262395653459972|Uma grande vitória das mulheres!! A luta continua, viva a democracia!|Positiva|Não-ofensiva
73|estadao|mulheres|30-12-20|1344230328714584064|Senado de homicidas covardes da pior espécie. Melhor que fossem um aborto espontâneo!|Negativa|Não-ofensiva
74|estadao|mulheres|30-12-20|1344256860346601473|Alguém pode tirar uma dúvida sobre aborto tardio? queria saber se posso me abortar.|Neutra|Não-ofensiva
75|estadao|mulheres|30-12-20|1344263620167938049|Vitória da morte 😔🥀🕯️⚰️😥|Negativa|Não-ofensiva
76|estadao|mulheres|30-12-20|1344230366882705409|legalização de homicídio de crianças dentro do ventre materno! Triste!|Negativa|Não-ofensiva
77|estadao|mulheres|30-12-20|1344227972044238849|Lixo de pais... lixo de governo... papa omisso|Negativa|Ofensiva
78|estadao|mulheres|30-12-20|1344278416628068352|Graças a Deus 🙌 Grande dia 🙌|Positiva|Não-ofensiva
79|estadao|mulheres|30-12-20|1344511034971873282|Só sei que aborto não é festa. Aborto é perda. Aborto é luto.|Negativo|Não-ofensiva
80|estadao|mulheres|30-12-20|1344229869627068423|Vitória das vadias, um dia vocês terão que prestar contas sobre esses assassinatos|Negativa|Ofensiva
81|estadao|politica|2-2-21|1356621129029480451|A madeira já tinha sido cortada, ia fazer o que com ela? Colocar fogo? O melhor a se fazer era liberar para exportação mesmo e ganhar dinheiro com isso...|Neutra|Não-ofensiva
82|estadao|politica|2-2-21|1356612843710390272|Antes algum louco tivesse tacado gasolina e queimado isso tudo!|Negativa|Não-ofensiva
83|estadao|politica|2-2-21|1356608933834670083|Surpresa zero.|Neutra|Não-ofensiva
84|estadao|politica|2-2-21|1356608321948700675|Quando essa filhadaputice vai acabar? Hein, 'escolha difícil'!|Negativa|Não-ofensiva
85|estadao|politica|2-2-21|1356606840533041154|E a boiada vai passando! #BolsonarismoMata nossas florestas, nossos biomas.|Negativa|Não-ofensiva
86|estadao|politica|2-2-21|1356605250464079878|#OMitoMataAMata #BOLSONAROCORRUPTODOANO|Negativa|Não-ofensiva
87|estadao|politica|2-2-21|1356604537914687489|Um governo criminoso pratica o que?|Neutra|Não-ofensiva
88|estadao|politica|2-2-21|1356604007230410756|Que dia será o enterro do Brasil?|Negativa|Não-ofensiva
89|estadao|politica|2-2-21|1356603953438425089|Já cortou mesmo, deixa vender ué kkkkkk|Neutra|Não-ofensiva
90|estadao|politica|2-2-21|1356603773276323841|@SargentoFAHUR, Sou seu fã, mas nosso presidente tá dando cusada|Neutra|Não-ofensiva
91|estadao|politica|2-2-21|1356602527383437314|Fez bem antes que apodrecesse.🤫|Positiva|Não-ofensiva
92|estadao|politica|2-2-21|1356602103431655425|Escolha difícil|Negativa|Não-ofensiva
93|estadao|politica|2-2-21|1356602034716348419|Governo criminoso.|Negativa|Não-ofensiva
94|estadao|politica|2-2-21|1356601006541406209|Mas #AcabouaMamata SQN!|Neutra|Não-ofensiva
95|estadao|politica|2-2-21|1356600995028025352|TUdo safado!|Negativa|Ofensiva
96|estadao|politica|2-2-21|1356600507750612995|Estadão: (8 min) Após apreensão recorde, governo cancelou multa e liberou madeira para exportadora investigada https://t.co/F3Zr21TYh8 Considere assinar o Estadão: https://t.co/RhYP9h2mfW|Neutra|Não-ofensiva
97|estadao|politica|2-2-21|1356600163536674820|alguém deve ter levado dinheiro para liberar as multas!|Neutra|Não-ofensiva
98|estadao|politica|2-2-21|1356599781347450880|https://t.co/YyANuoukVA|Neutra|Não-ofensiva
99|estadao|politica|2-2-21|1356599402278907904|Governo Bolsonano transformou o Governo em um grande balcão de negócios, aonde pagou, levou!|Neutra|Não-ofensiva
100|estadao|politica|2-2-21|1356599068739444736|Só desgraça esse 'governo'|Negativa|Não-ofensiva
101|estadao|politica|2-2-21|1356598682146201600|Verifique quem são os compradores e coloque na mídia, pois para os destruidores não existem punições exemplares|Neutra|Não-ofensiva
102|estadao|politica|2-2-21|1356597991650562049|E eu não consegui cancelar uma conta no Santander porque segundo a gerente eu devo 04 centavos pra algum órgão do governo, parece mentira, mas é verdade.|Neutra|Não-ofensiva
103|estadao|politica|2-2-21|1356597890840420353|Brasil o fazendão do mundo, daqui sai tudo de bom, petróleo, agro, minério, madeira etc, e o que fica é só a miséria.|Neutra|Não-ofensiva
104|estadao|politica|2-2-21|1356597510735822849|Amigos do Rei seguem incólumes.|Neutra|Não-ofensiva
105|estadao|politica|2-2-21|1356597433762013189|Quem votou no Bozo genocida foram os aecistas e os marinistas!|Negativa|Ofensiva
106|estadao|politica|2-2-21|1356597228907937792|O Brasil é surreal!!|Neutra|Não-ofensiva
107|estadao|politica|2-2-21|1356597136603951109|Esse é o Brasil q a maioria queria!|Neutra|Não-ofensiva
108|estadao|politica|2-2-21|1356597077338431492|Então era legal|Neutra|Não-ofensiva
109|estadao|politica|2-2-21|1356596876393472005|Não adianta mentir contra o nosso presidente|Neutra|Não-ofensiva
110|estadao|politica|2-2-21|1356596696009101312|a culpa é do país q permite importar, tinham de boicotar tudo q vem da amazonia para esses latifundiarios aprender.|Negativa|Não-ofensiva
111|estadao|politica|2-2-21|1356596661187928065|#ForaBolsonaro https://t.co/NzMDWLtE1l|Neutra|Não-ofensiva
112|estadao|politica|2-2-21|1356596077886124036|E aí turma da 'escolha difícil'? A boiada está passando com tudo.|Neutra|Não-ofensiva
113|estadao|politica|2-2-21|1356595864605577217|que ótima noticia|Positiva|Não-ofensiva
114|estadao|raca|20-10-20|1329758427338436610|Ele foi espancado por que era homem e negro? Não entendi a manchete tendenciosa.... @Estadao é lixo progressistas!!|Negativa|Ofensiva
115|estadao|raca|20-10-20|1329758758621294594|quantos brancos que nem tu tu ja viu ser espancados e mortos em um mercado?|Neutra|Não-ofensiva
116|estadao|raca|20-10-20|1329763880877371394|Se fosse branco ia ter a manchete tb né?|Neutra|Não-ofensiva
117|estadao|raca|20-10-20|1329772823146090498|Esqueçam a cor, corrige aê: 'Homem é espancado e morto por um segurança e um policial dentro do Carrefour em Porto Alegre'|Negativa|Não-ofensiva
118|estadao|raca|20-10-20|1329757493526999042|#VidasNegrasImportam!|Neutra|Não-ofensiva
119|estadao|raca|20-10-20|1329758332635242496|Caso “isolado” nº 19763688043221|Neutra|Não-ofensiva
120|estadao|raca|20-10-20|1329758375085797377|Deem visibilidade à empresa de segurança q treina mal seus funcionários, comete esse ato monstruoso e prejudica o supermercado tb|Negativa|Não-ofensiva
121|estadao|raca|20-10-20|1329759620819247106|Infelizmente, no Brasil temos um governo incentivador da violência e do preconceito. E isso tem reflexo direto no cidadão comum e é determinante para esse tipo crime.|Negativa|Não-ofensiva
122|estadao|raca|20-10-20|1329759936092508166|Manchete errada. Isso é foi um ASSASSINATO!!!!!|Negativa|Não-ofensiva
123|estadao|raca|20-10-20|1329760145702875137|Absurdo, muito triste, e cada vez se repetindo mais!!|Negativa|Não-ofensiva
124|estadao|raca|20-10-20|1329764775186849795|Parabéns aos responsáveis por oficializar a milícia no Brasil! Assassinos Bandidagem|Negativa|Ofensiva
125|estadao|raca|20-10-20|1329778350295035905|Pq se era branco, azul ou verde mudava algo? Não é atroz do mesmo jeito? Jornalista bem fraquinho que escreveu isso...|Negativa|Não-ofensiva
126|estadao|raca|20-10-20|1329779817747783681|A população tinha era que comecar a incendiar as unidades do Carrefour pra ver se eles aprendem|Neutra|Não-ofensiva
127|estadao|raca|20-10-20|1329758043312156672|Carrefour deve recrutar seus seguranças na Gestapo é muita vontade de matar desses caras. Tristeza!|Negativa|Não-ofensiva
128|estadao|raca|20-10-20|1329757005444165638|BRANCOS ASSASSINOS|Negativa|Ofensiva
129|estadao|raca|20-10-20|1329910553867919361|O que será que ele fez, para acontecer isto?|Neutra|Não-ofensiva
130|estadao|raca|20-10-20|1329771906157998084|opa, Carlos. eu respondo pra você: não, não ia. porque se ele fosse branco isso jamais ia acontecer. espero ter ajudado.|Neutra|Não-ofensiva
131|estadao|raca|20-10-20|1329757917554339843|Mercado de merda e Seguranças desgraçados, tinham que matar esses Seguranças. Não é a primeira vez que acontece isso nessa porcaria.|Negativa|Ofensiva
132|estadao|raca|20-10-20|1329758671958667269|O processo de recrutamento desse Carrefour tem que ser revisto, estão contratando psicopatas|Negativa|Ofensiva
133|estadao|raca|20-10-20|1329767702873972738|A 'vítima' também agrediu. Eu vejo um claro caso de legítima defesa.|Neutra|Não-ofensiva
134|estadao|raca|20-10-20|1329768316106399744|Nada justifica matar, agora si for p defender a própria vida já muda a história, não sei o que realmente levou a essa tragédia, por isso não vou crucificar ninguém, e sobre racismo isso Já deu né, ninguém é melhor q ninguém!|Neutra|Não-ofensiva
135|estadao|raca|20-10-20|1329782162028195842|Que manchete mais tendenciosa, pois tenta direcionar o leitor a pensar que o cara foi espancado e morto por ser negro.|Negativa|Não-ofensiva
136|estadao|raca|20-10-20|1329808906122629120|Não é só cor de pele... é falta de oportunidades, de cultura, de condições financeiras, analfabetismo que faz tanto negros como brancos sofrerem pra caramba! Gente, pelo amor de Deus!|Neutra|Não-ofensiva
137|estadao|raca|20-10-20|1329768002263388160|Centenas de negros são exterminados diariamente|Negativa|Não-ofensiva
138|estadao|raca|20-10-20|1329844764456398849|Ué mas depois que morreu ele virou santo? Desculpe, mas pelo histórico do rapaz ele era agressivo e tinha passagens pela polícia. Não foi nada correto o wue aconteceu com ele, nada justifica. Mas será que ele não causou a desavença? Minhas condolências à família.|Neutra|Não-ofensiva
139|estadao|raca|4-2-21|1357176252470349825|https://t.co/Q7Dcil8My2|Neutra|Não-ofensiva
140|estadao|raca|4-2-21|1357174952240308225|putz chatice isso.|Negativa|Não-ofensiva
141|estadao|raca|4-2-21|1357174760468340737|Isso é xenofobia|Neutra|Não-ofensiva
142|estadao|raca|4-2-21|1357174698073858050|Xenofóbico!|Negativa|Ofensiva
143|estadao|raca|4-2-21|1357174580352286720|Que besteira é essa minha gente! Isso nunca foi ofensa! Chamar neguinha, pretinho, etc negão, nunca foi xingação. A não ser que os negros tenham vergonha da sua cor. Aí eles que estarão sendo racistas.|Neutra|Não-ofensiva
144|estadao|raca|4-2-21|1357174337367920642|Adivinhem em quem o racista votou ?|Neutra|Não-ofensiva
145|estadao|raca|4-2-21|1357174124930605061|Galera desceu a lenha nele. Haroldo de Souza o nome do racista|Neutra|Não-ofensiva
146|estadao|raca|4-2-21|1357174051589021697|Realmente as pessoas estão perdendo o respeito com o próximo https://t.co/AIHjD0MJag|Neutra|Não-ofensiva
147|estadao|raca|4-2-21|1357173979711213575|Kkkkkkkkkkl|Neutra|Não-ofensiva
148|estadao|raca|4-2-21|1357173669945081856|Cadê as medidas legais? Isso é crime.|Neutra|Não-ofensiva
149|estadao|raca|4-2-21|1357173583169150986|Meu Deus esse narrador é Sulista? Só pra saber mesmo|Neutra|Não-ofensiva
150|estadao|raca|4-2-21|1357173504785981440|Não bota a foto da vítima de racismo. Bota a do racista.|Neutra|Não-ofensiva
151|estadao|religiao|19-10-20|1318269141258829825|Um Brasil evangélico será a coroação da misologia, do fanatismo, da ignorância e da hipocrisia|Neutra|Não-ofensiva
152|estadao|religiao|19-10-20|1318278102812942337|Eu exijo um Estado Laico!|Neutra|Não-ofensiva
153|estadao|religiao|19-10-20|1318269048300490752|Parem de dar palco pra essa gente|Neutra|Ofensiva
154|estadao|religiao|19-10-20|1318269352999780352|Esse conhece das coisas igual eu conheço de construção de foguetes.|Neutra|Não-ofensiva
155|estadao|religiao|19-10-20|1318269388181639171|Pais evangélico 🤮|Negativa|Ofensiva
156|estadao|religiao|19-10-20|1318269971911397382|Vtnc|Negativa|Ofensiva
157|estadao|religiao|19-10-20|1318275345389334540|Claaaaaaro que pode. Os evangélicos são a mais fanática base do Bostonaro a toa.|Negativa|Ofensiva
158|estadao|religiao|19-10-20|1318277593527975941|“Um Brasil evangélico pode ser menos conservador“ hum....|Neutra|Não-ofensiva
159|estadao|religiao|19-10-20|1318281233177214976|Passando pano para os crentes|Neutra|Não-ofensiva
160|estadao|religiao|19-10-20|1318294461575761921|Um Brasil com menos igrejas e mais educação pode sim ser menos conservador. Sociedades menos religiosas são mais bem resolvidas.|Positiva|Não-ofensiva
161|estadao|religiao|19-10-20|1318304846198509568|Por causa do tal 'evangélico' o BR vive o apocalipse!!!...|Negativa|Não-ofensiva
162|estadao|religiao|19-10-20|1318358404264591367|Um Brasil evangélico é puro retrocesso.|Negativa|Não-ofensiva
163|estadao|religiao|19-10-20|1318322239348105220|Religião só atrapalha na política! Não precisa ser um 'pesquisador' ou gênio para saber disso!|Negativa|Não-ofensiva
164|estadao|religiao|19-10-20|1318270265147723784|Tá certo, já que a maioria desses 'crentes' bolsonaristas são reacionários. Conservadorismo mesmo não tem, é até uma ofensa a um conservador essa turma se dizer conservadora.|Neutra|Não-ofensiva
165|estadao|religiao|19-10-20|1318271932345782276|São fundamentalistas, isso sim. Pra mim uma praga igreja neopentecostal|Negativa|Ofensiva
166|estadao|religiao|19-10-20|1318270642161057794|Não queremos um país menos conservador!!!|Negativa|Não-ofensiva
167|estadao|religiao|19-10-20|1318283478086144002|O BRASIL É LAICO, O QUE ESSAS CRIATURAS DEMENTES NÃO ENTENDERAM AINDA???|Negativa|Ofensiva
168|estadao|religiao|19-10-20|1318506823490699266|Brasil evangélico? O Estado é laico e cada um tem sua religião. Misturar com política não dá certo.|Neutra|Não-ofensiva
169|estadao|religiao|22-8-20|1297271662388432907|Esse papinha é comunista.|Neutra|Não-ofensiva
170|estadao|religiao|22-8-20|1297272098830811136|Religião sempre foi repleta de gente atoa Aproveitando a miséria do pobre|Negativa|Ofensiva
171|estadao|religiao|22-8-20|1297211488541782016|Lembrem que foi ESSA religiao que ABENCOU a escravidao, exterminio de povos originarios... e na sua sadica versao protestante, tenta CURAR gays... Essa religiao cheia de PEDIFILOS faz PARTE do odio e da violencia.|Negativa|Ofensiva
172|estadao|religiao|22-8-20|1297212590226014208|O papa não dá exemplo. Hipócrita.|Negativa|Não-ofensiva
173|estadao|religiao|22-8-20|1297282679453474817|Mandem o papa tomar no cu dele. Onde ele esteve nesses 5 meses?|Negativa|Ofensiva
174|estadao|religiao|22-8-20|1297574392105402369|Papa fdp comunista religiosidade é coletivo de ignorância.|Negativa|Ofensiva
175|estadao|religiao|22-8-20|1297248952031617026|Esse ser não representa a igreja católica. Trata-se de um comunista travestido de cristão. Defende todas as causas socialistas no mundo, se omite às de interesse à vida e à verdade.|Negativa|Não-ofensiva
176|estadao|religiao|22-8-20|1297214242060488704|Papa clandestino da China.|Negativa|Ofensiva
177|estadao|religiao|22-8-20|1297210237708128258|Papa comunista|Neutra|Não-ofensiva
178|estadao|religiao|22-8-20|1297211664660561920|Sou católico, mas esse é o pior papa na liderança nos últimos 50 anos. Lamentável. Mas vamos rezar para o mundo se achar nessa confusão toda.|Negativa|Não-ofensiva
179|estadao|religiao|22-8-20|1297257270275911682|Você NUNCA foi católico! vc é um FANÁTICO a tal ponto que esconde o rosto para não ser identificado! Usar o termo católico não te faz católico!|Negativa|Não-ofensiva
180|estadao|religiao|22-8-20|1297566080316186625|Vc é 'católico', mas provavelmente apertou o 17 e votou em tucanos em todas as eleições passadas... mas o problema é do Papa, né!?👍|Neutra|Não-ofensiva
181|estadao|religiao|22-8-20|1297222524665761793|Eu respeito muito esse papa! Verdadeiro cristão|Positiva|Não-ofensiva
182|estadao|religiao|22-8-20|1297230094700871687|👏👏 Papa Francisco por ser sensato e lembrar o verdadeiro papel da religião e do cristianismo que definitivamente NÃO é espalhar ódio|Positiva|Não-ofensiva
183|estadao|religiao|22-8-20|1297239067726422016|Este Papa é Tudo!|Positiva|Não-ofensiva
184|estadao|religiao|22-8-20|1297240817212502018|Ele tem que parar de ser comunista|Negativa|Não-ofensiva
185|estadao|religiao|22-8-20|1297267472719110145|Papa Argentino abortista e genocida!|Negativa|Ofensiva
186|folha|lgbtq|2-2-21|1356823506147811329|Inveja da potência!|Negativa|Não-ofensiva
187|folha|lgbtq|2-2-21|1356813484814708736|pq os blogueiros não usam o termo 'conservador'? Dói?|Neutra|Não-ofensiva
188|folha|lgbtq|2-2-21|1356796659640991745|Eita mundo desgraçado essa esquerda... tudo é ataque 'politicamente correto' uma ova|Negativa|Ofensiva
189|folha|lgbtq|2-2-21|1356788310367236097|Homi.|Neutra|Ofensiva
190|folha|lgbtq|2-2-21|1356776950187057152|Eita, parece que eu sou bloqueado pelo perfil que você mencionou.:( Agora você pode me enviar uma url/link que eu te respondo com um link.|Neutra|Não-ofensiva
191|folha|lgbtq|2-2-21|1356751733951770624|Blá blá blá|Neutra|Não-ofensiva
192|folha|lgbtq|2-2-21|1356738267333480448|Verdade. Mulheres trans são mulheres. Homens trans são homens. Que bom que entendeu.|Neutra|Não-ofensiva
193|folha|lgbtq|2-2-21|1356737976177463298|O povo da 'terra plana' precisa aprender a colocar os pés no chão e enxergar o mundo fora do próprio umbigo. O respeito às pessoas, à diversidade, veio para ficar. O que não tem mais lugar neste planeta é o preconceito.|Negativa|Não-ofensiva
194|folha|lgbtq|2-2-21|1356737369840496641|O que se pode esperar de um terraplanista? Nada de racional, muito menos intelectual...|Neutra|Não-ofensiva
195|folha|lgbtq|2-2-21|1356737189703528448|Essa vereadora fundamentalista sonaira republicanos que lamentavel dinheiro publico gasto com discurso vazio enquanto familias na cidade de são paulo estão precisando de auxilio numa pandemia, parece que a cidade de SP não tem problemas. Erika Hilton merece respeito|Negativa|Não-ofensiva
